STATION,NAME,STATE,DATE,PRCP,TMAX,TMIN
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/1/80,0,11.7,1.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/2/80,0,15,-1.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/3/80,11.4,15.6,1.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/4/80,1.5,11.1,4.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/5/80,0,6.1,-1.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/6/80,0,11.1,-2.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/7/80,6.1,15.6,7.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/8/80,0,8.3,6.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/9/80,0,9.4,5
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/10/80,0,13.9,5
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/11/80,22.4,18.3,7.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/12/80,0,8.9,4.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/13/80,0,13.3,5
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/14/80,0,17.2,7.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/15/80,0,16.1,6.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/16/80,5.6,16.1,7.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/17/80,3.3,15.6,13.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/18/80,0,17.2,7.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/19/80,0,21.1,3.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/20/80,0,17.2,5
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/21/80,7.4,12.8,10
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/22/80,63,15.6,7.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/23/80,0,7.8,0
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/24/80,0,17.2,0
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/25/80,0.5,15.6,8.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/26/80,6.4,13.3,11.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/27/80,0,12.2,7.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/28/80,0,11.7,3.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/29/80,0,6.7,3.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/30/80,16,10.6,3.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,1/31/80,0,5.6,-1.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/1/80,0,2.2,-5.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/2/80,0,5.6,-7.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/3/80,0,7.8,-1.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/4/80,0,10,-0.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/5/80,7.9,8.9,1.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/6/80,0,7.8,-1.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/7/80,0,7.8,-4.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/8/80,18.3,9.4,0
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/9/80,45.7,7.2,2.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/10/80,0,3.9,-1.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/11/80,0,6.1,-4.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/12/80,0,7.2,-2.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/13/80,0,11.1,-2.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/14/80,0,17.2,-2.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/15/80,7.6,14.4,1.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/16/80,0,13.3,-1.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/17/80,0,4.4,-6.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/18/80,0,12.2,-6.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/19/80,3,11.1,2.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/20/80,0,24.4,11.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/21/80,0,23.3,10.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/22/80,0,26.7,11.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/23/80,0,27.2,8.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/24/80,0,22.2,7.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/25/80,0,13.3,0
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/26/80,0,7.2,-3.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/27/80,0,18.3,-3.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/28/80,0,24.4,0.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,2/29/80,0,16.1,7.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/1/80,0,8.3,-6.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/2/80,7.9,-0.6,-7.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/3/80,0,8.9,-9.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/4/80,10.2,15,-1.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/5/80,11.9,17.8,4.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/6/80,0,20.6,0
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/7/80,19.1,18.9,8.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/8/80,0,26.7,16.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/9/80,0,20.6,8.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/10/80,2.8,22.8,8.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/11/80,2,16.7,7.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/12/80,89.9,10,7.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/13/80,0,13.9,6.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/14/80,0,15,1.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/15/80,0,20.6,0
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/16/80,7.9,20.6,12.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/17/80,104.6,19.4,7.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/18/80,0,15,2.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/19/80,8.9,13.3,2.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/20/80,23.9,21.1,11.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/21/80,0,18.3,6.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/22/80,0,20,1.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/23/80,4.1,21.1,4.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/24/80,18.8,22.2,7.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/25/80,0,18.3,4.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/26/80,4.1,11.7,8.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/27/80,5.3,18.9,7.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/28/80,45.5,19.4,15
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/29/80,12.7,19.4,13.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/30/80,0.3,21.1,10.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,3/31/80,0,17.2,7.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/1/80,0,24.4,4.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/2/80,0,20,10.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/3/80,13,23.9,13.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/4/80,0,19.4,8.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/5/80,0,19.4,5.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/6/80,0,23.3,3.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/7/80,0,26.1,12.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/8/80,24.1,27.2,10.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/9/80,0,22.2,6.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/10/80,0,23.3,3.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/11/80,12.4,23.9,6.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/12/80,101.9,20.6,12.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/13/80,88.6,20.6,11.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/14/80,0,11.1,6.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/15/80,0,18.3,3.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/16/80,0,25,3.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/17/80,0,25,6.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/18/80,0,24.4,13.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/19/80,0,23.9,11.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/20/80,0,26.7,6.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/21/80,0,29.4,9.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/22/80,0,30,10
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/23/80,0,31.1,11.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/24/80,0,28.9,14.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/25/80,50.3,26.7,13.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/26/80,5.1,25.6,14.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/27/80,0,15,11.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/28/80,0,22.2,7.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/29/80,0,22.2,9.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,4/30/80,0.8,24.4,10.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/1/80,0,21.1,14.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/2/80,1.5,25.6,15.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/3/80,0,,
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/4/80,0,27.2,10.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/5/80,0,27.2,12.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/6/80,0,30,11.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/7/80,1.8,25.6,12.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/8/80,0,25,15.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/9/80,0,23.9,10
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/10/80,0,27.8,7.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/11/80,0,30,15.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/12/80,0,29.4,18.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/13/80,0,26.7,20
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/14/80,19.1,23.9,17.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/15/80,0,25,16.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/16/80,18,23.9,16.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/17/80,37.6,26.7,20
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/18/80,0,30,17.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/19/80,9.4,25.6,18.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/20/80,3.6,26.7,18.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/21/80,1,28.9,15.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/22/80,22.6,25,19.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/23/80,0,28.3,18.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/24/80,0,30,17.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/25/80,0,32.2,18.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/26/80,0,31.7,18.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/27/80,0,31.7,16.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/28/80,0,31.1,18.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/29/80,6.9,30.6,20.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/30/80,0,30.6,18.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,5/31/80,0,31.1,18.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/1/80,0,32.2,18.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/2/80,0,32.8,18.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/3/80,0,31.7,19.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/4/80,0,33.9,19.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/5/80,0,34.4,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/6/80,0,34.4,20.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/7/80,0,33.3,21.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/8/80,0,33.9,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/9/80,0,26.7,15
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/10/80,0,29.4,11.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/11/80,0,32.8,13.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/12/80,0,31.7,12.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/13/80,0,33.3,15.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/14/80,0,33.9,17.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/15/80,0,34.4,19.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/16/80,0,35.6,20
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/17/80,0,35.6,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/18/80,2.3,31.7,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/19/80,10.7,30.6,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/20/80,13.7,31.7,21.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/21/80,4.3,28.3,19.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/22/80,0,30.6,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/23/80,13,27.2,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/24/80,5.6,26.7,21.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/25/80,0,32.2,21.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/26/80,0,33.9,21.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/27/80,0,34.4,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/28/80,0,32.8,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/29/80,22.9,31.1,20.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,6/30/80,0,33.9,19.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/1/80,0,33.9,22.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/2/80,0,33.9,24.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/3/80,0,33.9,21.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/4/80,0,33.3,22.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/5/80,0,35,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/6/80,0,36.1,22.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/7/80,15.7,37.8,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/8/80,0,35,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/9/80,0,35.6,23.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/10/80,0,36.1,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/11/80,0,38.9,23.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/12/80,0,40.6,23.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/13/80,0,40,22.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/14/80,0,39.4,23.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/15/80,0,39.4,25
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/16/80,0,39.4,26.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/17/80,7.6,39.4,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/18/80,0,35,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/19/80,1.8,35,22.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/20/80,0,33.3,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/21/80,17.8,32.8,21.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/22/80,5.6,30.6,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/23/80,0,30,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/24/80,20.3,32.8,22.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/25/80,0,32.8,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/26/80,0,32.8,23.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/27/80,32.8,28.9,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/28/80,1.8,32.8,23.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/29/80,0,32.8,21.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/30/80,0,35.6,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,7/31/80,0,36.1,25
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/1/80,0,35,23.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/2/80,0,33.3,23.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/3/80,48.8,31.7,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/4/80,0,33.3,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/5/80,0,34.4,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/6/80,0,35.6,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/7/80,0,37.2,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/8/80,0,37.8,23.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/9/80,0,36.7,23.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/10/80,0,35.6,23.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/11/80,0,34.4,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/12/80,0,35.6,25
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/13/80,11.9,37.2,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/14/80,0.8,34.4,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/15/80,12.4,34.4,24.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/16/80,0,35.6,24.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/17/80,0,34.4,23.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/18/80,0,34.4,25.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/19/80,0,36.1,24.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/20/80,0,37.2,24.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/21/80,0,38.3,25
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/22/80,0,35,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/23/80,0,34.4,20.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/24/80,0,35.6,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/25/80,0,33.9,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/26/80,0,33.9,20
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/27/80,0,34.4,20.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/28/80,2.5,33.9,20.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/29/80,7.4,29.4,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/30/80,0,33.9,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,8/31/80,0,35,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/1/80,0,36.1,22.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/2/80,0,35.6,23.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/3/80,0,36.1,21.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/4/80,0,36.1,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/5/80,0,35,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/6/80,0,35,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/7/80,0,37.8,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/8/80,0,37.8,18.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/9/80,0,38.3,20.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/10/80,0,38.3,20.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/11/80,0,34.4,18.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/12/80,0,35.6,20.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/13/80,0,36.7,21.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/14/80,0,37.8,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/15/80,0,38.9,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/16/80,0,38.3,18.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/17/80,2.5,27.8,18.3
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/18/80,0,32.2,17.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/19/80,10.4,28.9,19.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/20/80,0,35,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/21/80,0.5,33.3,24.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/22/80,0,35,23.9
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/23/80,0,36.1,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/24/80,0,32.8,22.2
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/25/80,14.5,30.6,21.7
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/26/80,0,28.3,19.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/27/80,0,26.7,15.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/28/80,6.1,18.9,17.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/29/80,28.7,21.1,17.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,9/30/80,8.1,21.1,17.8
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,10/1/80,0,25.6,16.1
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,10/2/80,0,28.3,15.6
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,10/3/80,0,23.9,9.4
USW00093806,"TUSCALOOSA AIRPORT ASOS, AL US",AL,10/4/80,0,25.6,6.7
